fc_prime,arm,eccentricity,fpe,area,Axial,Moment,Shear,Pass1,Pass2,Pass3,ComRatio
30,225,0.8,100,1250,1267.29,45.94,61.115214,2.704872,0.527352,0.181556,0.128904
28,325,0.8,500,750,1913.99,151.04,87.523618,4.014529,0.812862,0.13262,0.13044
60,350,0.8,200,2000,5092.21,201.2,155.907733,2.520466,0.348868,0.087405,0.071952
40,200,0.8,500,1000,1036.23,108.04,69.379636,11.863244,2.001128,0.194024,0.311391
28,250,1,100,2000,1613.33,89.63,80.829097,4.961138,0.881975,0.198034,0.173139
40,375,1,800,250,3563.75,160.95,74.378672,1.835118,0.274616,0.096323,0.04323
60,400,0.1,150,1250,6435.58,75.84,146.616845,-0.252979,0.035311,0.069759,0.035195
30,350,0.6,50,250,2409.61,23.29,55.29122,0.070364,0.017312,0.046271,0.018408
40,250,0.2,1200,500,1405.9,100.7,77.962148,-0.946025,0.59681,0.525301,0.217064
70,275,0.6,500,1250,3391.33,183.95,121.412852,3.745041,0.602269,0.175744,0.123756
30,375,0.1,100,1750,3147.32,58.5,121.504003,-0.381289,0.075111,0.134276,0.069377
50,400,0.6,200,1500,5431.23,160.33,151.679345,1.004157,0.191044,0.083276,0.052697
30,300,0.6,1000,750,1548.73,241.6,99.50378,5.768326,1.416688,0.41454,0.255356
40,400,0.4,0,750,4329.39,38.91,101.811412,-0.000183,-1.70E-05,0.043225,0.01842
50,200,0.4,200,1250,1490.28,44.31,68.502602,1.382264,0.475053,0.238639,0.154365
40,225,0.4,400,500,1308.39,39.86,54.000359,0.983927,0.375039,0.187224,0.109165
60,200,0.4,800,1000,1372.34,131.33,86.540082,4.038492,1.266856,0.573356,0.319392
30,400,0.8,200,500,3175.54,75.14,85.307771,0.681134,0.133507,0.059449,0.034758
50,350,0.8,200,1000,4104.84,113.52,112.003395,1.380423,0.209313,0.069631,0.047958
50,200,0.1,200,1000,1438.28,25.22,62.148608,-1.248042,0.184806,0.255728,0.125647
70,375,0.2,1200,1500,5814.07,464.85,224.163572,-0.893602,0.451332,0.403,0.16186
28,275,0.2,400,2000,1538.53,111.3,107.485322,-1.223732,0.937687,0.644315,0.377898
50,200,0.6,150,750,1405.78,29.72,53.351215,1.504513,0.286971,0.126039,0.081279
30,325,1,800,2000,1800.91,677.69,141.154678,22.614105,3.899688,0.158852,0.462888
40,225,0.8,1000,250,1204.39,80.75,46.966808,4.685295,0.791058,0.201934,0.122598
40,250,0.2,500,1750,1652.9,118.05,109.178863,-1.379487,0.870361,0.633625,0.343645
50,300,0.8,200,1750,3205.22,141.59,119.15207,3.293429,0.498641,0.105998,0.098668
30,275,0.4,1000,500,1321.57,125.06,74.322635,1.918722,0.8356,0.428691,0.206764
50,200,0.1,200,250,1282.28,9.02,35.731525,-0.31225,0.046182,0.083559,0.040151
50,250,0.6,200,1250,2212.37,71.81,85.757113,2.144036,0.408156,0.137783,0.101488
70,300,0.8,400,1750,4159.71,256.71,147.174753,5.567094,0.712357,0.111347,0.118785
70,250,0.2,500,2000,2837.32,150.47,142.487083,-1.191734,0.568401,0.454662,0.228728
30,275,1,0,1750,1971.57,44.08,78.682022,-0.000305,-3.30E-05,0.202571,0.056208
50,200,0.8,100,250,1295.28,13.18,34.606525,0.530236,0.08002,0.063966,0.029776
30,250,1,1200,1750,625.42,508.01,94.152837,50.328802,8.643699,-0.714489,0.996148
30,250,0.1,100,750,1366.42,17.16,56.37777,-0.378586,0.073283,0.133993,0.068142
60,300,0.2,500,1750,3500.47,169.52,149.256096,-0.756998,0.401496,0.340099,0.163647
50,325,0.2,400,1250,3478.19,113.43,124.122665,-0.39893,0.23423,0.212225,0.102704
60,350,0.1,400,2000,4884.21,163.11,173.907733,-1.420048,0.197482,0.257157,0.116032
70,400,0.8,500,1750,7257.93,477.38,202.105168,3.902759,0.500728,0.10859,0.084121
70,350,0.6,200,2000,5871.58,177.71,163.179139,1.478947,0.237773,0.095162,0.063317
28,350,0.1,1200,250,2104.23,68.01,66.984452,-0.779682,0.158673,0.222909,0.077823
28,225,0.6,200,750,1035.47,37.13,52.4882,2.120882,0.539925,0.168401,0.131616
30,250,0.4,1200,1500,703.42,230.13,90.631791,8.327387,3.642705,0.777234,0.85701
60,325,0.2,200,2000,4433.83,101.73,144.306099,-0.291374,0.156151,0.156717,0.081907
30,375,1,400,1000,2796.32,216.43,112.292361,4.238249,0.732334,0.06705,0.102525
40,375,0.6,200,1750,3953.75,156.55,140.8149,1.490794,0.317078,0.113069,0.080546
30,300,0.8,0,1000,2016.73,30,72.371399,-0.00028,-3.10E-05,0.105984,0.033071
60,375,0.8,1000,1250,5124.63,649.28,184.224424,6.856641,0.949639,0.21536,0.140886
28,400,1,150,750,3042.27,95.41,95.46126,1.083335,0.193937,0.066067,0.041669
50,325,1,50,1750,3848.69,96.57,117.621651,0.957761,0.127942,0.104231,0.044468
28,400,0.1,500,250,2879.77,48.25,68.304,-0.246954,0.050435,0.095996,0.037431
70,200,1,200,500,1826.4,36.49,51.690862,2.456443,0.275169,0.065951,0.052404
40,375,0.8,1200,1000,3277.75,566.78,157.782173,8.061723,1.367479,0.233826,0.188949
70,350,0.8,800,1500,5299.58,581.95,185.904001,7.000812,0.897113,0.204174,0.136598
30,200,0.2,1200,1500,270.17,0.9,66.345046,-5.381446,3.748598,0.420216,0
30,300,0.1,100,750,1899.73,22.54,69.12878,-0.259168,0.05059,0.099329,0.050409
28,400,0.2,50,1250,3224.27,44.69,109.992082,-0.042993,0.034375,0.074288,0.038813
50,350,0.8,500,1750,3987.84,371.41,163.501418,6.039981,0.915798,0.138039,0.145091
50,275,0.6,400,1500,2531.95,161.12,115.61546,4.253935,0.809448,0.193544,0.166583
60,325,0.6,800,750,3939.83,249.42,118.082458,2.779692,0.482708,0.196284,0.096306
50,250,0.6,400,750,2030.37,80.56,76.341733,2.572895,0.489792,0.144695,0.106001
28,200,0.4,1000,250,636.96,45.82,38.847383,1.847127,0.848309,0.44562,0.213683
50,400,0.4,200,500,5223.23,70.75,100.308207,0.141615,0.04724,0.054514,0.025576
70,250,1,200,1000,2941.32,85.76,86.375549,3.1377,0.35279,0.069046,0.063387
70,325,0.2,400,1750,4869.46,158.8,158.677203,-0.471952,0.234235,0.212219,0.102704
40,250,0.2,150,1500,1912.9,44.15,83.625136,-0.35494,0.223787,0.226367,0.121354
50,200,0.6,400,500,1282.28,42.88,51.184078,2.674939,0.510191,0.152137,0.111392
60,375,1,1200,500,5228.63,345.72,121.292361,4.49542,0.549257,0.069246,0.062642
70,400,0.8,500,2000,7270.93,529.42,215.136981,4.460316,0.572262,0.113849,0.094538
28,225,0.4,500,250,892.47,26.63,37.338097,0.734868,0.33484,0.18269,0.096342
28,275,0.1,200,1250,1590.53,41.11,79.985077,-1.070387,0.215691,0.286679,0.144084
60,400,0.2,100,750,6338.08,57.05,119.919973,-0.035214,0.019252,0.044133,0.022589
28,350,0.4,800,2000,1974.23,418.75,151.403508,3.949766,1.765238,0.683463,0.427424
28,325,0.1,50,1750,2375.49,35.92,97.642464,-0.265184,0.05376,0.127598,0.070125
28,350,0.2,0,1250,2572.23,25.29,91.457127,-0.000249,-2.80E-05,0.06008,0.032589
70,325,0.4,500,500,4713.46,102.94,95.013199,0.451764,0.128018,0.099834,0.043465
28,350,0.2,0,2000,2806.23,34.31,106.968904,-0.000249,-2.80E-05,0.081501,0.045098
70,300,0.2,0,2000,4601.71,36.83,120.939795,-0.000183,-1.30E-05,0.055761,0.030197
30,400,0.1,200,250,3123.54,28.18,66.387171,-0.095559,0.018815,0.048998,0.0231
28,300,1,150,1250,1883.59,94.04,84.624797,3.222641,0.574556,0.102124,0.101395
70,225,1,0,2000,2822.67,44.82,86.082589,-0.000242,-1.70E-05,0.16196,0.044999
60,400,0.6,150,1500,6494.08,146.18,156.962465,0.687462,0.1194,0.07125,0.039751
60,250,0.4,800,250,2316.84,60.49,55.302185,0.654051,0.202356,0.150222,0.059904
50,325,0.2,1200,1500,2880.19,365.17,176.165964,-1.435625,0.843273,0.692143,0.301355
30,375,0.6,200,250,2744.32,41.03,61.650466,0.245724,0.060375,0.05514,0.024748
30,200,0.2,1200,1000,426.17,67.52,59.857901,-3.587768,2.499051,1.085857,0.904063
40,400,0.4,50,1250,4452.89,63.77,123.523277,0.098888,0.0369,0.064307,0.030765
70,225,0.6,500,1500,2276.67,163.65,111.961223,6.707786,1.079918,0.257262,0.213573
40,275,1,150,1250,2193.26,88.98,85.850235,3.212331,0.478527,0.095017,0.086812
28,200,0.2,1200,1250,298.96,0.9,61.219449,-4.642007,3.346955,0.377134,0
70,325,0.6,400,1000,4791.46,159.69,123.535017,1.715607,0.275829,0.104334,0.064014
60,400,0.4,0,1750,6689.08,69.64,154.579705,-0.00015,-1.20E-05,0.051568,0.022083
50,350,0.1,0,500,4052.84,20.71,81.753849,-0.000187,-1.60E-05,0.027554,0.016359
50,225,0.6,800,250,1544.48,60.32,47.474765,2.116259,0.403152,0.180435,0.083578
70,350,0.8,150,1250,5748.08,127.35,132.563918,1.093744,0.140164,0.066506,0.038074
40,250,0.8,800,1500,1405.9,337.76,105.30345,18.206683,3.076735,0.353406,0.44744
60,300,1,100,1750,3864.47,116.08,117.756096,2.054704,0.25025,0.094477,0.057141
70,200,0.4,0,750,1956.4,12.43,54.020052,-0.000271,-1.90E-05,0.064151,0.027644
50,325,1,800,250,3322.19,137.12,68.429295,2.189425,0.292462,0.099119,0.045484
60,300,0.2,800,1500,3253.47,246.54,158.377619,-1.038095,0.550628,0.491241,0.211794
28,375,0.8,50,750,2727.33,50.59,85.410065,0.300887,0.061022,0.073846,0.030239
40,200,0.6,50,1500,1413.23,30.63,59.853824,1.121278,0.239131,0.202713,0.106853
70,275,1,200,1250,3586.33,116.96,104.537852,3.237792,0.364597,0.069083,0.06432
50,400,1,800,2000,4911.23,962.99,224.086048,11.532034,1.544788,0.176047,0.187627
30,400,0.2,200,250,3123.54,32.08,66.387171,-0.033271,0.025662,0.050034,0.0231
60,400,0.8,150,1000,6377.08,131.73,135.024341,0.722527,0.100136,0.058665,0.030362
40,300,0.4,1000,1250,2012.98,312.87,132.088151,3.500827,1.315616,0.598175,0.317982
50,350,1,500,500,3922.84,165.11,93.003849,2.357525,0.315246,0.080666,0.049566
60,275,0.4,1000,1500,2539.14,348.21,152.222882,4.070651,1.253433,0.581049,0.304467
50,400,1,150,1500,5470.23,184.57,148.304345,1.621551,0.217224,0.068432,0.045162
30,200,0.1,400,1750,920.17,46.71,69.050681,-5.63822,1.078145,0.991292,0.590069
40,400,0.2,500,1750,4186.39,232.64,174.412811,-0.50121,0.3371,0.291385,0.138511
70,200,0.1,500,1750,1813.4,83.13,106.721093,-4.613783,0.577583,0.658715,0.311391
28,200,0.4,1000,1500,376.96,0.9,64.176361,11.0849,5.090089,-0.861244,0
40,300,0.1,1000,250,2220.98,58.04,61.429525,-0.747586,0.126527,0.203003,0.072731
50,400,0.6,50,1250,5476.73,84.06,132.844242,0.20907,0.03979,0.062364,0.027056
40,225,0.6,150,1250,1548.89,50.81,69.512383,2.218152,0.472442,0.175153,0.126198
40,250,0.8,0,250,1639.9,12.45,40.448684,-0.000289,-2.70E-05,0.057259,0.017587
28,250,0.1,500,1750,1184.33,85.16,90.964379,-4.56817,0.916447,0.919037,0.48691
30,350,0.4,50,1000,2624.11,39.51,89.126428,0.119011,0.051461,0.078522,0.038535
40,275,0.6,50,1250,2258.26,41.29,80.225235,0.495185,0.105375,0.109673,0.052837
60,375,0.6,800,250,5358.63,125.03,83.839897,0.695491,0.120786,0.075084,0.029444
30,400,0.6,800,1500,2915.54,508.14,170.544973,5.186082,1.273699,0.357919,0.233178
40,275,0.4,1000,2000,1484.76,376.91,129.245753,6.647435,2.506874,0.860992,0.597783
30,350,0.6,1000,1750,1974.11,594.99,152.300779,9.884503,2.427352,0.566884,0.427424
28,225,0.8,200,500,983.47,31.04,44.455998,2.23977,0.452008,0.104027,0.09189
40,275,0.1,0,1000,2212.76,14.62,71.863617,-0.000264,-2.50E-05,0.050402,0.030785
30,375,0.6,0,750,2926.32,33.91,85.670296,-0.000225,-2.50E-05,0.061038,0.021818
30,325,1,800,250,1982.91,121.16,59.124609,2.826537,0.487436,0.120942,0.068264
50,275,0.2,200,750,2531.95,36.34,77.084137,-0.171896,0.098441,0.110319,0.056208
70,225,0.2,800,250,2172.67,43.06,52.041295,-0.301007,0.140651,0.170579,0.063153
70,275,0.2,400,1500,3482.33,111.1,126.133135,-0.580517,0.281302,0.247699,0.121922
40,275,0.1,500,1750,1991.76,115.54,125.30404,-3.133766,0.528506,0.604636,0.284119
60,300,1,800,1500,3253.47,534.22,158.377619,14.090558,1.71609,0.185503,0.211794
70,225,0.1,1000,1500,1886.67,169.97,122.980604,-6.173932,0.778774,0.921623,0.391817
28,250,0.8,100,2000,1613.33,77.77,80.829097,3.62657,0.732524,0.225225,0.173139
60,350,0.6,100,500,4806.21,53.39,89.126428,0.199531,0.034664,0.048438,0.02124
70,300,0.1,0,1000,4289.71,22.96,95.989979,-0.000183,-1.30E-05,0.034765,0.020973
60,350,0.6,500,750,4715.21,171.92,116.323684,1.497594,0.260063,0.109977,0.059182
30,375,0.2,0,1000,3004.32,26.2,94.292361,-0.000225,-2.50E-05,0.047164,0.025287
28,275,0.4,400,500,1382.53,48.89,59.644438,0.794237,0.358093,0.178156,0.10371
40,350,0.8,400,750,3195.48,145.77,100.376428,2.315144,0.392472,0.089806,0.070684
28,400,0.6,400,1250,2996.77,206.68,129.679582,2.236582,0.568601,0.151791,0.118711
30,200,1,100,250,803.17,12.51,29.364412,0.93776,0.160482,0.07928,0.041576
30,350,0.8,100,1750,2793.11,108.76,112.567275,1.559324,0.305245,0.12245,0.077823
30,375,0.1,400,750,2770.32,73.01,99.170296,-0.653477,0.128779,0.181093,0.079857
50,325,0.2,200,500,3452.19,36.77,79.37622,-0.079947,0.046832,0.065887,0.03271
60,300,0.8,500,1250,3474.47,236.52,126.3481,5.368861,0.742037,0.128905,0.120628
70,300,0.8,800,1000,3873.71,339.45,131.989979,6.36242,0.814124,0.196986,0.125245
70,275,0.6,50,250,3397.83,23.8,55.117567,0.074706,0.012031,0.043149,0.016401
40,350,1,0,500,3273.48,39.29,75.89355,-0.000209,-2.00E-05,0.06533,0.017661
30,200,0.2,100,1500,1128.17,25.13,58.064417,-0.448832,0.312343,0.336704,0.191144
28,300,0.8,800,1000,1487.09,291.19,103.12368,10.059866,2.03531,0.309832,0.295925
28,350,0.8,400,500,2234.23,98.47,76.386187,1.844667,0.373773,0.0886,0.067568
30,300,0.8,150,750,1880.23,54.93,70.81628,1.36646,0.267108,0.090067,0.062365
70,250,0.1,50,1500,3162.32,27.85,91.947893,-0.247843,0.031407,0.08551,0.046147
70,350,0.2,800,500,5403.58,138.49,109.457127,-0.230157,0.115258,0.143021,0.053447
50,250,0.6,0,250,2030.37,12.55,43.572024,-0.000259,-2.20E-05,0.046175,0.016428
50,350,0.1,500,750,3935.84,93.41,110.459795,-0.729279,0.111075,0.167202,0.068806
70,350,0.1,500,1000,5507.58,126.43,137.728759,-0.821752,0.105789,0.161026,0.06634
28,300,0.6,0,750,1825.09,21.11,64.258855,-0.00029,-3.30E-05,0.079911,0.029012
50,200,0.6,1000,750,1074.28,154.04,73.339763,10.031902,1.913289,0.52163,0.350221
28,275,0.4,0,2000,1954.53,29.89,80.393034,-0.000315,-3.50E-05,0.14718,0.066711
30,400,0.4,1200,1500,2603.54,577.43,179.087639,3.294443,1.417601,0.604423,0.331695
50,250,0.2,800,2000,1744.37,215.08,126.89819,-2.25597,1.273231,0.924011,0.476046
50,300,1,1200,1000,2529.22,516.92,139.805782,15.435435,2.059308,0.185941,0.2374
30,300,1,200,1500,2016.73,132.16,96.344571,4.981557,0.858022,0.08784,0.135453
30,225,0.6,400,1000,1046.29,81.03,69.512551,5.464529,1.34388,0.267467,0.270134
28,225,0.2,1200,1750,333.47,0.9,78.572725,-4.993676,3.692483,0.401345,0
50,250,0.4,150,750,2127.87,33.92,67.904233,0.402905,0.136581,0.101018,0.055921
70,400,0.6,800,1750,6984.93,672.19,225.730168,3.960957,0.636851,0.229322,0.122463
40,400,1,100,1250,4420.39,126.94,126.335777,1.007113,0.150842,0.074627,0.038813
60,350,0.2,1000,1750,4312.21,422.35,210.654001,-1.087042,0.588341,0.526553,0.21963
60,275,0.6,150,1250,3143.64,72.07,97.05296,1.213381,0.210782,0.100312,0.061964
50,325,0.2,50,250,3419.69,19.08,59.991795,-0.010169,0.005839,0.032343,0.016445
30,375,0.6,500,1250,2757.32,239.32,129.698367,3.074143,0.754966,0.196797,0.149433
28,225,0.2,800,1500,723.47,97.18,75.534274,-2.853693,2.109972,1.10256,0.786195
30,250,0.2,1200,750,937.42,128.4,76.855256,-1.638396,1.193639,0.911742,0.432319
50,200,0.8,0,1000,1542.28,18.14,53.148608,-0.00032,-2.70E-05,0.13106,0.041337
60,275,0.6,200,250,2903.14,31.52,54.072635,0.323411,0.056197,0.055021,0.024002
50,350,0.2,800,500,3844.84,127.08,99.753849,-0.272325,0.161361,0.185054,0.070055
60,350,0.4,200,250,4728.21,41.74,71.203867,0.084154,0.02573,0.041733,0.01722
70,225,1,1000,750,2042.67,258.93,95.826289,14.543684,1.63235,0.211301,0.202124
30,275,0.8,1000,500,1321.57,181.22,74.322635,7.23419,1.412857,0.282385,0.206764
60,325,1,150,1250,4310.33,123.38,116.427696,1.873735,0.228485,0.070269,0.047561
60,250,0.1,150,1750,2752.34,47.05,100.385393,-0.936362,0.12829,0.194579,0.09724
40,375,0.6,500,250,3602.75,86.95,71.003672,0.532301,0.11323,0.082281,0.032283
50,300,1,0,1750,3387.22,58.84,103.40207,-0.000217,-1.80E-05,0.124709,0.03435
50,250,0.2,50,750,2166.87,17.91,64.529233,-0.053127,0.02982,0.069005,0.035674
28,325,0.8,50,1250,2232.49,56.49,86.575699,0.668865,0.135452,0.115161,0.053576
70,225,0.4,150,750,2374.17,31.68,67.138789,0.41827,0.120541,0.093639,0.050762
40,250,0.2,50,1750,2062.4,30.83,81.313049,-0.138209,0.087012,0.150849,0.082067
30,200,0.8,1200,2000,114.17,0.9,71.509453,65.754365,12.807387,-4.991267,0
30,300,0.4,500,1500,1782.73,167.9,116.594571,2.425333,1.052481,0.408536,0.271474
50,200,0.8,400,1500,1386.28,125.88,85.891017,12.733034,1.921088,0.15904,0.309377
40,350,1,200,250,3169.48,56.08,62.486751,0.526992,0.078796,0.058509,0.022913
70,350,1,500,500,5481.58,188.84,102.707127,1.992472,0.225175,0.080161,0.039
28,225,0.8,0,1500,1347.47,25.31,57.626522,-0.000382,-4.30E-05,0.228662,0.073946
40,250,0.4,200,1500,1873.9,66.36,87.000136,1.201713,0.455316,0.225925,0.147015
50,350,0.2,400,1750,4078.84,163.34,155.626418,-0.47643,0.282394,0.245304,0.121613
40,375,0.2,50,1750,4090.25,56.62,129.0024,-0.05765,0.038377,0.080214,0.042243
60,375,0.8,1000,1250,5124.63,649.28,184.224424,6.856641,0.949639,0.21536,0.140886
70,325,0.4,1200,2000,4063.46,643.33,228.411866,4.33839,1.229078,0.548467,0.289115
40,200,0.8,400,250,1010.23,27.87,35.581494,2.372363,0.400199,0.095368,0.073755
50,250,0.8,400,1250,2082.37,144.15,97.007113,6.78508,1.025566,0.130378,0.167502
30,375,0.8,400,1750,2874.32,299.1,145.129003,5.430086,1.063585,0.125149,0.170519
70,375,0.8,400,1750,6464.07,350.9,182.212101,3.554825,0.455822,0.093584,0.079857
28,300,0.6,500,2000,1695.09,257.73,121.506862,7.961138,2.02385,0.348466,0.386065
30,300,1,1200,250,1626.73,136.25,59.091125,4.981557,0.858022,0.102287,0.098668
28,250,1,800,1000,989.33,265.87,79.273112,19.845589,3.528017,0.183531,0.426109
40,275,1,50,1500,2329.76,63.33,85.638306,1.284774,0.191396,0.13361,0.060798
50,300,0.2,400,1000,2945.22,85.24,103.805782,-0.379203,0.220239,0.20299,0.09776
40,275,0.8,100,250,1965.76,21.94,46.396242,0.312999,0.052959,0.05499,0.023307
40,375,1,400,1750,3771.75,360.74,156.5649,6.423399,0.961203,0.063684,0.131442
60,350,0.6,800,250,4650.21,116.28,77.953867,0.798637,0.138694,0.08591,0.034074
28,275,0.2,500,750,1369.53,65.55,74.848409,-0.573792,0.439522,0.3679,0.177958
50,275,0.1,150,1500,2726.95,45.8,98.74046,-0.720928,0.108707,0.168752,0.084015
50,375,1,0,1500,4955.19,81.71,127.974424,-0.000174,-1.50E-05,0.088232,0.023864
60,275,1,200,750,3007.14,76.44,81.491174,2.098243,0.255211,0.062754,0.048474
30,400,0.8,100,750,3266.54,72.06,95.876807,0.510798,0.100124,0.067846,0.033466
60,350,0.6,500,2000,4780.21,363.25,182.907733,3.993867,0.693524,0.187745,0.138481
60,325,0.8,200,1250,4277.83,125.6,119.240196,1.828236,0.252886,0.075795,0.055273
70,250,0.6,0,1250,3123.32,29.89,83.350283,-0.000218,-1.50E-05,0.078537,0.028457
28,375,1,100,2000,3032.83,150.78,125.099969,2.193385,0.392309,0.117996,0.08194
30,200,0.8,1200,1000,426.17,206.48,59.857901,32.876976,6.403671,-0.015061,0.904063
28,375,1,800,250,2486.83,146.46,67.049984,2.193385,0.392309,0.109667,0.05677
28,275,1,800,1000,1226.53,301.78,90.900282,16.382765,2.916853,0.195711,0.35276
40,375,1,150,1750,3999.25,178.57,136.8774,2.408652,0.360439,0.082318,0.067508
28,250,0.1,800,250,1067.33,34.81,44.914548,-1.04442,0.209444,0.310871,0.115012
50,200,0.4,200,250,1282.28,12.74,35.731525,0.276196,0.094989,0.075757,0.040151
30,350,0.6,1200,1750,1792.11,675.14,152.300779,11.861452,2.912828,0.594149,0.508014
30,350,0.4,400,500,2390.11,71.19,77.953867,0.476769,0.205921,0.121527,0.063917
30,375,0.8,800,250,2666.32,130.11,68.400466,1.551292,0.303864,0.116122,0.053911
28,325,0.8,400,1750,2056.99,245.89,125.204964,7.494019,1.517368,0.140431,0.240535
40,375,0.6,1200,500,3433.75,252.06,109.371965,2.555785,0.543575,0.171808,0.094233
60,200,0.8,50,1000,1762.34,28.15,58.728824,0.968367,0.133389,0.11737,0.054057
50,400,1,50,500,5262.23,74.61,96.933207,0.180027,0.024124,0.05568,0.017821
50,350,0.8,50,250,3968.34,40.24,65.450573,0.086101,0.013067,0.048443,0.015659
50,400,0.6,1000,1750,4755.23,775.95,224.215072,5.858376,1.114493,0.344193,0.201365
50,400,0.2,800,500,5067.23,154.77,113.808207,-0.205024,0.123275,0.149588,0.056118
28,400,0.2,0,2000,3490.77,42.73,125.357999,-0.000219,-2.50E-05,0.06781,0.036977
70,375,0.8,800,250,6256.07,146.27,87.78595,1.015559,0.130227,0.062229,0.025287
60,375,0.8,1000,250,5332.63,154.84,86.089897,1.371201,0.189918,0.065558,0.031456
60,275,0.1,0,500,3007.14,13.25,65.292429,-0.000215,-1.70E-05,0.030454,0.018153
70,400,0.6,500,1000,7218.93,273.25,157.537811,1.414539,0.227441,0.102963,0.053262
28,300,0.1,200,500,1695.09,23.01,60.63528,-0.357588,0.072282,0.115236,0.056
40,200,1,100,1500,1374.23,55.42,63.228824,4.87453,0.722335,0.179296,0.147126
50,250,1,800,750,1874.37,228.12,89.841733,11.138247,1.481762,0.182711,0.186375
28,300,0.6,1200,750,1357.09,272.04,96.656513,7.164996,1.821462,0.465311,0.319945
60,225,0.2,0,500,2040.58,9.63,51.512551,-0.000261,-2.00E-05,0.04061,0.021422
70,275,1,200,1750,3690.33,153.38,120.110088,4.532989,0.510441,0.076302,0.085404
50,325,0.1,1000,2000,2932.19,337.41,187.034358,-4.531514,0.688497,0.828384,0.344138
70,375,1,500,750,6321.07,271.96,130.504003,2.601164,0.294241,0.080198,0.047324
40,275,0.1,1200,1750,1354.76,215.24,125.30404,-7.520668,1.26845,1.237241,0.622081
70,300,1,1000,500,3873.71,264.27,98.687297,5.435445,0.612882,0.129347,0.08192
28,200,0.6,500,250,701.96,27.29,33.222383,2.233925,0.569392,0.17613,0.119446
40,200,1,100,1250,1309.23,47.38,58.773608,4.062049,0.60194,0.160223,0.123873
30,300,0.4,150,1750,2114.23,76.98,99.025184,0.848685,0.368348,0.207338,0.128949
40,325,0.2,150,1500,3029.55,63.41,110.374217,-0.200831,0.131743,0.145103,0.07587
28,300,0.8,400,1000,1695.09,138.07,88.726021,5.029788,1.017639,0.12645,0.165546
70,225,1,200,2000,2614.67,132.56,104.082589,7.756519,0.870579,0.092696,0.138875
50,200,0.1,500,250,1243.28,18.14,39.106525,-0.780146,0.115494,0.177012,0.07193
28,200,0.1,800,1250,558.96,47.34,61.219449,-8.337115,1.650243,1.267161,0.829712
60,300,0.1,1200,1250,3019.47,249.12,165.7231,-3.661421,0.506186,0.636909,0.247353
